symbol,name,gql_symbol,gql_name,exch,gics_sector,industry,qm,shares_outstanding,market_cap,price,gql_ok,suffix,tsxv_sector,drop_reason,in_universe
RJX.A,RJK Explorations Ltd.,,,,,,,,,,False,A,Diversified Industries,no_graphql_quote,False
ROB,Robinson Energy Limited,ROB,Robinson Energy Limited,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,1733375.0,6933500.0,4.0,True,,Oil & Gas,,True
RCT,Rochester Resources Ltd.,RCT,Rochester Resources Ltd.,TSXV,Materials,Mining,Gold,48044125.0,10569708.0,0.22,True,,Mining,,True
RCK,Rock Tech Lithium Inc.,RCK,Rock Tech Lithium Inc.,TSXV,Materials,Mining,Industrial Metals,120117631.0,79277637.0,0.66,True,,Mining,,True
RK,Rockhaven Resources Ltd,RK,Rockhaven Resources Ltd.,TSXV,Materials,Mining,Precious Metals,292803137.0,54168581.0,0.185,True,,Mining,,True
RSC.P,Rockmount Capital Corporation,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
R.P,Rockport Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
RUM,Rocky Mountain Liquor Inc.,RUM,Rocky Mountain Liquor Inc.,TSXV,Consumer Discretionary,Retail - Discretionary,Specialty Retailers,47827775.0,3347945.0,0.07,True,,Diversified Industries,,True
ROK,ROK Resources Inc.,ROK,ROK Resources Inc.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,218830480.0,88626345.0,0.405,True,,Oil & Gas,,True
RKR,Rokmaster Resources Corp.,RKR,Rokmaster Resources Corp.,TSXV,Materials,Mining,Industrial Metals,199340478.0,7973620.0,0.04,True,,Mining,,True
RME,Roland Mineral Enterprises Corp.,RME,Roland Mineral Enterprises Corp.,TSXV,Materials,Mining,Industrial Metals,159314162.0,37438829.0,0.235,True,,Mining,,True
ROS,Roscan Gold Corporation,ROS,Roscan Gold Corporation,TSXV,Materials,Mining,Gold,438514705.0,92088089.0,0.21,True,,Mining,,True
ROSH.P,Roshni Capital Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
RTE,Route 109 Resources Inc.,RTE,Route 109 Resources Inc.,TSXV,Materials,Mining,Gold,16759889.0,1340792.0,0.08,True,,Mining,,True
ROI,Route1 Inc.,ROI,Route1 Inc.,TSXV,Technology,Software & IT Services,Application Software,46873821.0,5624859.0,0.12,True,,Technology,,True
RYR,Royal Road Minerals Limited,RYR,Royal Road Minerals Limited,TSXV,Materials,Mining,Gold,331243324.0,66248665.0,0.2,True,,Mining,,True
RPX,RPX Gold Inc.,RPX,RPX Gold Inc.,TSXV,Materials,Mining,Gold,445990025.0,80278205.0,0.18,True,,Mining,,True
RTM,RT Minerals Corp.,RTM,RT Minerals Corp.,TSXV,Materials,Mining,Industrial Metals,11463175.0,401212.0,0.035,True,,Mining,,True
ROMJ,Rubicon Organics Inc.,ROMJ,Rubicon Organics Inc.,TSXV,Healthcare,Pharmaceuticals,Pharmaceutical Manufacturers - Cannabis,67578916.0,33113669.0,0.49,True,,Life Sciences,,True
RMB,Rumbu Holdings Ltd.,RMB,Rumbu Holdings Ltd.,TSXV,Consumer Discretionary,Personal Services,Personal Services,12782500.0,8819925.0,0.69,True,,Diversified Industries,,True
RUCC.P,Rupert's Crossing Capital Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
RML,Rusoro Mining Ltd,RML,Rusoro Mining Ltd.,TSXV,Materials,Mining,Gold,635174423.0,749505820.0,1.18,True,,Mining,,True
RZL,RZOLV Technologies Inc.,RZL,RZOLV Technologies Inc.,TSXV,Materials,Chemicals,Special Chemicals,62270870.0,19926679.0,0.32,True,,Diversified Industries,,True
SBIO,Sabio Holdings Inc.,SBIO,Sabio Holdings Inc.,TSXV,Media,Interactive Multi-Media,Online Content & Information,50989645.0,6118758.0,0.12,True,,Diversified Industries,,True
SAE,Sable Resources Ltd.,SAE,Sable Resources Ltd.,TSXV,Materials,Mining,Precious Metals,32023156.0,16331810.0,0.51,True,,Mining,,True
SF,Safi Silver Corp.,SF,Safi Silver Corp.,TSXV,Materials,Mining,Silver,55889081.0,17046170.0,0.305,True,,Mining,,True
SAGA,Saga Metals Corp.,SAGA,Saga Metals Corp.,TSXV,Materials,Mining,Industrial Metals,107947758.0,52354663.0,0.485,True,,Mining,,True
SAGE,Sage Potash Corp.,SAGE,Sage Potash Corp.,TSXV,Materials,Mining,Industrial Metals,171238633.0,24829602.0,0.145,True,,Mining,,True
FISH,Sailfish Royalty Corp.,FISH,Sailfish Royalty Corp.,TSXV,Materials,Mining,Gold,78261195.0,441393140.0,5.64,True,,Mining,,True
SRL,Salazar Resources Limited,SRL,Salazar Resources Limited,TSXV,Materials,Mining,Industrial Metals,265083597.0,98080931.0,0.37,True,,Mining,,True
SCAI,SalesCloser Technologies Ltd.,SCAI,SalesCloser Technologies Ltd.,TSXV,Technology,Software & IT Services,Application Software,36187549.0,27140662.0,0.75,True,,Technology,,True
SME,Sama Resources Inc.,SME,Sama Resources Inc.,TSXV,Materials,Mining,Industrial Metals,220068440.0,35210951.0,0.16,True,,Mining,,True
SLG,San Lorenzo Gold Corp.,SLG,San Lorenzo Gold Corp.,TSXV,Materials,Mining,Industrial Metals,108665347.0,655252043.0,6.03,True,,Mining,,True
SFR,Sandfire Resources America Inc.,SFR,Sandfire Resources America Inc.,TSXV,Materials,Mining,Industrial Metals,1023352794.0,225137615.0,0.22,True,,Mining,,True
SCZ,Santacruz Silver Mining Ltd.,SCZ,Santacruz Silver Mining Ltd.,TSXV,Materials,Mining,Industrial Metals,92490699.0,1290245252.0,13.95,True,,Mining,,True
SWA,Sarama Resources Ltd.,SWA,Sarama Resources Ltd.,TSXV,Materials,Mining,Gold,503591948.0,17625719.0,0.035,True,,Mining,,True
SATO,SATO Technologies Corp.,SATO,SATO Technologies Corp.,TSXV,Finance,Capital Markets,Cryptocurrency Exchanges & Trading Platforms,90050785.0,8554825.0,0.095,True,,Diversified Industries,,True
SAC.P,Savanna Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
SAWC.P,Sayward Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
SCD,Scandium Canada Ltd.,SCD,Scandium Canada Ltd.,TSXV,Materials,Mining,Industrial Metals,508594836.0,94090045.0,0.185,True,,Mining,,True
SCY,Scandium International Mining Corp.,SCY,Scandium International Mining Corp.,TSXV,Materials,Mining,Industrial Metals,358660813.0,59179035.0,0.165,True,,Mining,,True
SMCD.P,SCD Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
SGLD,Scorpio Gold Corporation,SGLD,Scorpio Gold Corporation,TSXV,Materials,Mining,Gold,346164194.0,119426647.0,0.345,True,,Mining,,True
SCOT,Scottie Resources Corp.,SCOT,Scottie Resources Corp.,TSXV,Materials,Mining,Precious Metals,77182008.0,231546024.0,3.0,True,,Mining,,True
SMY,Search Minerals Inc.,SMY,Search Minerals Inc.,TSXV,Materials,Mining,Industrial Metals,48165288.0,11078017.0,0.23,True,,Mining,,True
SLX.P,Searchlight Innovations Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
SCLT,Searchlight Resources Inc.,SCLT,Searchlight Resources Inc.,TSXV,Materials,Mining,Industrial Metals,43111888.0,4526749.0,0.105,True,,Mining,,True
ID,Secure Blockchain Development Corp.,ID,Secure Blockchain Development Corp.,TSXV,Technology,Software & IT Services,Application Software,32590480.0,6518096.0,0.2,True,,Technology,,True
SEGN,Seegnal Inc.,SEGN,Seegnal Inc.,TSXV,Healthcare,Healthcare Providers & Services,Healthcare Information Services,46805531.0,13105549.0,0.28,True,,Life Sciences,,True
SGZ,Sego Resources Inc,SGZ,Sego Resources Inc.,TSXV,Materials,Mining,Industrial Metals,235216316.0,9408653.0,0.04,True,,Mining,,True
SCMI,Selkirk Copper Mines Inc.,SCMI,Selkirk Copper Mines Inc.,TSXV,Materials,Mining,Industrial Metals,132483571.0,239132846.0,1.805,True,,Mining,,True
SEND,Sendero Resources Corp.,SEND,Sendero Resources Corp.,TSXV,Materials,Mining,Industrial Metals,26549623.0,21505195.0,0.81,True,,Mining,,True
SEVA,Seva Mining Corp.,SEVA,Seva Mining Corp.,TSXV,Materials,Mining,Gold,171955285.0,75660326.0,0.44,True,,Mining,,True
SEVN.P,Seven Oaks Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
SHRX,Sharp Therapeutics Corp.,SHRX,Sharp Therapeutics Corp.,TSXV,Healthcare,Biotechnology & Life Sciences,Biotechnology,31575700.0,28733887.0,0.91,True,,Life Sciences,,True
SHLL.P,Shellron Capital Ltd.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
SHRP,Sherpa II Holdings Corp.,SHRP,Sherpa II Holdings Corp.,TSXV,Finance,Diversified Financial Services,Other Diversified Financial Services,27578585.0,1930501.0,0.07,True,,Diversified Industries,,True
SSSS.P,Shooting Star Acquisition Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
SIEN,Sienna Resources Inc.,SIEN,Sienna Resources Inc.,TSXV,Materials,Mining,Industrial Metals,45895390.0,3901109.0,0.085,True,,Mining,,True
SM,Sierra Madre Gold and Silver Ltd.,SM,Sierra Madre Gold and Silver Ltd.,TSXV,Materials,Mining,Gold,258783969.0,403702992.0,1.56,True,,Mining,,True
SGML,Sigma Lithium Corporation,SGML,Sigma Lithium Corporation,TSXV,Materials,Mining,Industrial Metals,112568313.0,1673890815.0,14.87,True,,Mining,,True
SGU,Signature Resources Ltd.,SGU,Signature Resources Ltd.,TSXV,Materials,Mining,Gold,260046127.0,9101615.0,0.035,True,,Mining,,True
SBMI,Silver Bullet Mines Corp.,SBMI,Silver Bullet Mines Corp.,TSXV,Materials,Mining,Precious Metals,148907895.0,20847106.0,0.14,True,,Mining,,True
SVG,Silver Grail Resources Ltd.,SVG,Silver Grail Resources Ltd.,TSXV,Materials,Mining,Precious Metals,43676622.0,7206643.0,0.165,True,,Mining,,True
SNAG,Silver North Resources Ltd.,SNAG,Silver North Resources Ltd.,TSXV,Materials,Mining,Precious Metals,107995873.0,29158886.0,0.27,True,,Mining,,True
SVE,Silver One Resources Inc.,SVE,Silver One Resources Inc.,TSXV,Materials,Mining,Silver,352647340.0,179850144.0,0.51,True,,Mining,,True
SPD,Silver Predator Corp.,SPD,Silver Predator Corp.,TSXV,Materials,Mining,Silver,35390745.0,3008214.0,0.085,True,,Mining,,True
SNG,Silver Range Resources Ltd.,SNG,Silver Range Resources Ltd.,TSXV,Materials,Mining,Precious Metals,99055129.0,12381892.0,0.125,True,,Mining,,True
SSE,Silver Spruce Resources Inc.,SSE,Silver Spruce Resources Inc.,TSXV,Materials,Mining,Industrial Metals,35681607.0,3032937.0,0.085,True,,Mining,,True
SVRS,Silver Storm Mining Ltd.,SVRS,Silver Storm Mining Ltd.,TSXV,Materials,Mining,Silver,870355074.0,448232864.0,0.515,True,,Mining,,True
SILV,Silver Valley Metals Corp.,SILV,Silver Valley Metals Corp.,TSXV,Materials,Mining,Industrial Metals,35957438.0,5213829.0,0.145,True,,Mining,,True
VIPR,Silver Viper Minerals Corp.,VIPR,Silver Viper Minerals Corp.,TSXV,Materials,Mining,Precious Metals,120000000.0,58200000.0,0.485,True,,Mining,,True
SWLF,Silver Wolf Exploration Ltd.,SWLF,Silver Wolf Exploration Ltd.,TSXV,Materials,Mining,Precious Metals,62177286.0,6839502.0,0.11,True,,Mining,,True
AGX,Silver X Mining Corp.,AGX,Silver X Mining Corp.,TSXV,Materials,Mining,Industrial Metals,286736745.0,266665173.0,0.93,True,,Mining,,True
AGA,Silver47 Exploration Corp.,AGA,Silver47 Exploration Corp.,TSXV,Materials,Mining,Precious Metals,209458355.0,163377517.0,0.78,True,,Mining,,True
SICO,Silverco Mining Ltd.,SICO,Silverco Mining Ltd.,TSXV,Materials,Mining,Copper,54799406.0,558953942.0,10.2,True,,Mining,,True
HASH,Simply Solventless Concentrates Ltd.,HASH,Simply Solventless Concentrates Ltd.,TSXV,Healthcare,Pharmaceuticals,Pharmaceutical Manufacturers - Specialty & Generic,115502799.0,6352654.0,0.055,True,,Life Sciences,,True
SEI,Sintana Energy Inc.,SEI,Sintana Energy Inc.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,559127494.0,223650998.0,0.4,True,,Oil & Gas,,True
SOI,Sirios Resources Inc.,SOI,Sirios Resources Inc.,TSXV,Materials,Mining,Gold,671818910.0,137722877.0,0.205,True,,Mining,,True
SIG,Sitka Gold Corp.,SIG,Sitka Gold Corp.,TSXV,Materials,Mining,Gold,423329680.0,448729461.0,1.06,True,,Mining,,True
SKEL,Skeleton Coast Uranium Corp.,SKEL,Skeleton Coast Uranium Corp.,TSXV,Materials,Mining,Industrial Metals,47640184.0,6431425.0,0.135,True,,Mining,,True
SKRR,SKRR Exploration Inc.,SKRR,SKRR Exploration Inc.,TSXV,Materials,Mining,Industrial Metals,17250207.0,4312552.0,0.25,True,,Mining,,True
SKYG,Sky Gold Corp.,SKYG,Sky Gold Corp.,TSXV,Materials,Mining,Industrial Metals,97172191.0,2915166.0,0.03,True,,Mining,,True
SYH,Skyharbour Resources Ltd.,SYH,Skyharbour Resources Ltd.,TSXV,Materials,Mining,Industrial Metals,221148210.0,108362623.0,0.49,True,,Mining,,True
SXL,SLAM Exploration Ltd,SXL,SLAM Exploration Ltd.,TSXV,Materials,Mining,Gold,159312530.0,9558752.0,0.06,True,,Mining,,True
SSX,Sleeping Giant Capital Corp.,SSX,Sleeping Giant Capital Corp.,TSXV,Finance,Diversified Financial Services,Other Diversified Financial Services,12795999.0,1087660.0,0.085,True,,Diversified Industries,,True
SMAR.P,Smartset Services Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
SMWE,Smartwell Technology Corp.,SMWE,Smartwell Technology Corp.,TSXV,Technology,Software & IT Services,Application Software,117477500.0,15859463.0,0.135,True,,Technology,,True
SMRV,Smooth Rock Ventures Corp.,SMRV,Smooth Rock Ventures Corp.,TSXV,Materials,Mining,Industrial Metals,19609087.0,3333545.0,0.17,True,,Mining,,True
SPN,Snipp Interactive Inc.,SPN,Snipp Interactive Inc.,TSXV,Media,Traditional Media,Marketing & Advertising Agencies,287113829.0,11484554.0,0.04,True,,Diversified Industries,,True
SOLI.P,Solid Impact Investments Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
SGC,Solstice Gold Corp.,SGC,Solstice Gold Corp.,TSXV,Materials,Mining,Gold,262482143.0,28873036.0,0.11,True,,Mining,,True
SOMA,Soma Gold Corp.,SOMA,Soma Gold Corp.,TSXV,Materials,Mining,Gold,151889683.0,107841675.0,0.71,True,,Mining,,True
SNI.PR.A,Sonor Investments Limited 9% cum red 1st prf,,,,,,,,,,False,PR,Diversified Industries,suffix:PR,False
SNV,Sonoro Energy Ltd.,SNV,Sonoro Energy Ltd.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,240392602.0,5408834.0,0.0225,True,,Oil & Gas,,True
SGO,Sonoro Gold Corp.,SGO,Sonoro Gold Corp.,TSXV,Materials,Mining,Precious Metals,432141555.0,90749727.0,0.21,True,,Mining,,True
SRR,Source Rock Royalties Ltd.,SRR,Source Rock Royalties Ltd.,TSXV,Energy,Oil & Gas Storage/Transport,Oil & Gas Storage/Transport,45231645.0,46588595.0,1.03,True,,Oil & Gas,,True
SAO,South Atlantic Gold Inc.,SAO,South Atlantic Gold Inc.,TSXV,Materials,Mining,Industrial Metals,209073166.0,14635122.0,0.07,True,,Mining,,True
SPMC,South Pacific Metals Corp.,SPMC,South Pacific Metals Corp.,TSXV,Materials,Mining,Gold,69709355.0,63435514.0,0.91,True,,Mining,,True
STS,South Star Battery Metals Corp.,STS,South Star Battery Metals Corp.,TSXV,Materials,Mining,Industrial Metals,141900511.0,34765626.0,0.245,True,,Mining,,True
SMP,Southern Empire Resources Corp.,SMP,Southern Empire Resources Corp.,TSXV,Materials,Mining,Gold,101000000.0,6060000.0,0.06,True,,Mining,,True
SOU,Southern Energy Corp.,SOU,Southern Energy Corp.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,339071672.0,23735018.0,0.07,True,,Oil & Gas,,True
SOU.WT,Southern Energy Corp. wt 08Apr2028,SOU,Southern Energy Corp.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,339071672.0,23735018.0,0.07,True,WT,Oil & Gas,suffix:WT,False
SSV,Southern Silver Exploration Corp,SSV,Southern Silver Exploration Corp.,TSXV,Materials,Mining,Precious Metals,414758258.0,269592868.0,0.65,True,,Mining,,True
SGQ,SouthGobi Resources Ltd.,SGQ,SouthGobi Resources Ltd,TSXV,Energy,Thermal Coal,Thermal Coal,370549288.0,148219716.0,0.4,True,,Oil & Gas,,True
